Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,Object_Car,GarageCars_types_1,GarageCars_types_2,GarageCars_types_3,GarageCars_types_4
1112,60,RL,80.0,10480,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,2.0794415416798357,6,1976,1976,Hip,CompShg,Plywood,Plywood,BrkFace,660.0,TA,TA,CBlock,TA,TA,No,ALQ,403,Unf,0,400,803,GasA,TA,Y,SBrkr,1098,866,0,7.583247524303362,0,0,2,1,4,1,TA,8,Typ,1,Gd,Attchd,1976.0,RFn,483,TA,TA,Y,0,69,0,0,0,0,Gd,MnPrv,Shed,0,9,2008,WD,Normal,12.230770136157428,2,False,True,False,False
1113,20,RL,73.0,7100,Pave,Grvl,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,1.791759469228055,7,1957,1957,Gable,CompShg,WdShing,Wd Shng,BrkFace,0.0,TA,TA,CBlock,TA,TA,No,GLQ,708,Unf,0,108,816,GasA,TA,Y,FuseA,816,0,0,6.705639094860003,1,0,1,0,2,1,TA,5,Typ,0,Gd,Detchd,1957.0,Unf,308,TA,TA,Y,0,0,0,0,0,0,Gd,MnPrv,Shed,0,7,2006,WD,Normal,11.774527900858468,1,True,False,False,False
1114,20,RL,66.0,8923,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,1.791759469228055,7,1953,2006,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,0.0,TA,TA,CBlock,TA,TA,No,BLQ,643,Unf,0,365,1008,GasA,Gd,Y,SBrkr,1008,0,0,6.9167150203536085,1,0,1,0,2,1,Gd,6,Typ,0,Gd,Attchd,1953.0,Unf,240,TA,TA,Y,0,18,0,0,0,0,Gd,MnPrv,Shed,0,5,2007,WD,Normal,11.80932691294063,1,True,False,False,False
1115,20,RL,90.0,5400,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,1.791759469228055,7,1954,2000,Gable,CompShg,MetalSd,MetalSd,BrkFace,0.0,TA,Gd,CBlock,TA,TA,No,Rec,415,Unf,0,418,833,GasA,Ex,Y,SBrkr,833,0,0,6.726233402358747,0,0,1,0,2,1,Gd,4,Typ,0,Gd,Detchd,1955.0,Unf,326,TA,TA,Y,0,0,0,0,0,0,Gd,MnPrv,Shed,0,8,2006,WD,Normal,11.669937760751914,1,True,False,False,False
1116,20,RL,93.0,12085,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,2.1972245773362196,5,2007,2007,Hip,CompShg,VinylSd,VinylSd,Stone,328.0,Gd,TA,PConc,Ex,TA,No,GLQ,1004,Unf,0,730,1734,GasA,Ex,Y,SBrkr,1734,0,0,7.45876269238096,1,0,2,0,3,1,Ex,7,Typ,1,Gd,Attchd,2007.0,RFn,928,TA,TA,Y,0,0,0,0,0,0,Gd,MnPrv,Shed,0,11,2007,New,Partial,12.669809806411457,3,False,False,True,False
1117,80,RL,69.0,7750,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,2.1972245773362196,5,2002,2002,Hip,CompShg,VinylSd,VinylSd,BrkFace,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,353,Unf,0,55,408,GasA,Ex,Y,SBrkr,779,640,0,7.258412150595307,1,0,2,1,3,1,Gd,7,Typ,1,TA,BuiltIn,2002.0,Fin,527,TA,TA,Y,120,0,0,0,0,0,Gd,MnPrv,Shed,0,3,2009,WD,Normal,12.123239799036943,2,False,True,False,False
1118,20,RL,57.0,9764,Pave,Grvl,IR1,Lvl,AllPub,FR2,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,1.791759469228055,7,1967,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.0,TA,TA,CBlock,TA,TA,No,BLQ,702,Unf,0,192,894,GasA,Ex,Y,SBrkr,894,0,0,6.796823718274855,1,0,1,0,3,1,Gd,5,Typ,0,Gd,Attchd,1967.0,RFn,450,TA,TA,Y,0,0,0,0,0,0,Gd,MnPrv,Shed,0,5,2008,WD,Normal,11.775297421715827,2,False,True,False,False
1119,80,RL,85.0,13825,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,SLvl,1.791759469228055,6,1958,1987,Gable,CompShg,MetalSd,MetalSd,BrkFace,0.0,TA,Gd,CBlock,TA,TA,No,Unf,0,Unf,0,533,533,GasA,TA,Y,SBrkr,1021,580,0,7.379008127628304,0,1,1,0,3,1,TA,6,Min2,0,Gd,BuiltIn,1958.0,RFn,300,TA,TA,Y,280,34,0,0,0,0,Gd,MnPrv,Shed,0,12,2008,WD,Normal,11.849404844423074,1,True,False,False,False
1120,20,RL,70.0,7560,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,1.791759469228055,5,1959,1959,Gable,CompShg,BrkFace,Wd Sdng,BrkFace,0.0,TA,TA,CBlock,TA,TA,No,LwQ,369,Unf,0,671,1040,GasA,TA,Y,FuseA,1040,0,0,6.947937068614969,0,0,1,0,3,1,TA,6,Typ,0,Gd,Attchd,1959.0,RFn,286,TA,TA,Y,140,0,252,0,0,0,Gd,GdWo,Shed,0,7,2006,WD,Normal,11.803361242493628,1,True,False,False,False
1121,30,RM,59.0,8263,Pave,Grvl,Reg,Bnk,AllPub,Inside,Mod,IDOTRR,Norm,Norm,1Fam,1Story,1.9459101490553132,5,1920,1950,Gable,CompShg,BrkFace,BrkFace,BrkFace,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,1012,1012,GasA,TA,Y,FuseA,1012,0,0,6.920671504248683,0,0,1,0,2,1,TA,6,Typ,1,Gd,Detchd,1920.0,Unf,308,TA,TA,Y,0,22,112,0,0,0,Gd,MnPrv,Shed,0,5,2007,WD,Normal,11.681832447342321,1,True,False,False,False
1122,20,RL,84.0,10084,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,2.0794415416798357,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,196.0,Gd,TA,PConc,Gd,TA,Av,GLQ,24,Unf,0,1528,1552,GasA,Ex,Y,SBrkr,1552,0,0,7.347943823148687,0,0,2,0,3,1,Gd,7,Typ,0,Gd,Attchd,2005.0,RFn,782,TA,TA,Y,144,20,0,0,0,0,Gd,MnPrv,Shed,0,7,2006,New,Partial,12.268582547911404,3,False,False,True,False
1123,20,RL,69.0,8926,Pave,Grvl,IR1,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,1.6094379124341003,3,1956,1956,Gable,CompShg,AsbShng,AsbShng,BrkFace,0.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,672,672,GasA,Ex,Y,FuseA,960,0,0,6.8679744089702925,0,0,1,0,3,1,TA,5,Typ,0,Gd,Basment,1956.0,Unf,288,TA,TA,Y,64,0,0,0,160,0,Gd,MnPrv,Shed,0,10,2009,COD,Abnorml,11.626263078808801,1,True,False,False,False
1124,20,RL,50.0,9405,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,1.791759469228055,9,1947,2008,Hip,CompShg,VinylSd,VinylSd,BrkFace,0.0,TA,Ex,CBlock,TA,TA,No,Unf,0,Unf,0,698,698,GasA,Ex,Y,SBrkr,698,0,0,6.54965074223381,0,1,1,0,2,1,TA,4,Typ,0,Gd,Attchd,1978.5061638868744,Unf,0,TA,TA,Y,0,200,0,0,0,0,Gd,MnPrv,Shed,0,6,2009,WD,Normal,11.678448377988165,0,False,False,False,False
1125,80,RL,69.0,9125,Pave,Grvl,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,2.0794415416798357,5,1992,1992,Gable,CompShg,HdBoard,HdBoard,BrkFace,170.0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,384,384,GasA,Gd,Y,SBrkr,812,670,0,7.301822342137932,0,0,2,1,3,1,Gd,7,Typ,1,TA,Attchd,1992.0,Fin,392,TA,TA,Y,100,25,0,0,0,0,Gd,MnPrv,Shed,0,7,2007,WD,Normal,12.007017865994577,2,False,True,False,False
1126,20,RL,60.0,10434,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,1.6094379124341003,5,1955,1955,Gable,CompShg,Plywood,Plywood,BrkFace,0.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,1005,1005,GasA,TA,Y,SBrkr,1005,0,0,6.913737350659685,0,0,1,0,2,1,Fa,5,Typ,1,TA,Detchd,1977.0,Unf,672,Fa,Fa,Y,0,0,0,0,0,0,Gd,MnPrv,Shed,0,11,2009,WD,Normal,11.652696102959753,2,False,True,False,False
1127,120,RL,53.0,3684,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,2.0794415416798357,5,2007,2007,Hip,CompShg,VinylSd,VinylSd,BrkFace,130.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1373,1373,GasA,Ex,Y,SBrkr,1555,0,0,7.349873704738337,0,0,2,0,2,1,Gd,7,Typ,1,TA,Attchd,2007.0,Fin,660,TA,TA,Y,143,20,0,0,0,0,Gd,MnPrv,Shed,0,6,2009,WD,Normal,12.066816325306588,3,False,False,True,False
1128,20,RL,182.0,14572,Pave,Grvl,IR3,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,1Story,2.0794415416798357,5,2004,2004,Hip,CompShg,VinylSd,VinylSd,BrkFace,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,1300,Unf,0,230,1530,GasA,Ex,Y,SBrkr,1530,0,0,7.333676395657684,1,0,2,0,3,1,Gd,7,Typ,1,Gd,Attchd,2004.0,Fin,630,TA,TA,Y,144,36,0,0,0,0,Gd,MnPrv,Shed,0,11,2007,WD,Family,12.464587201678082,3,False,False,True,False
1129,60,RL,59.0,11796,Pave,Grvl,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,2.0794415416798357,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.0,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,0,847,847,GasA,Ex,Y,SBrkr,847,1112,0,7.580699752224563,0,0,2,1,4,1,Gd,8,Typ,1,Gd,BuiltIn,2004.0,Fin,434,TA,TA,Y,100,48,0,0,0,0,Gd,MnPrv,Shed,0,7,2007,WD,Normal,12.278397958261774,2,False,True,False,False
1130,90,RM,60.0,7200,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,Duplex,SFoyer,1.791759469228055,5,1980,1980,Gable,CompShg,MetalSd,MetalSd,BrkFace,180.0,TA,TA,CBlock,Gd,TA,Gd,GLQ,936,Unf,0,0,936,GasA,TA,Y,SBrkr,936,0,0,6.842683282238422,1,0,1,0,2,1,TA,4,Typ,0,Gd,Detchd,1980.0,Unf,672,TA,TA,Y,49,0,0,0,0,0,Gd,MnPrv,Shed,0,8,2007,WD,Normal,11.849404844423074,2,False,True,False,False
1131,50,RL,65.0,7804,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,1.6094379124341003,3,1928,1950,Gable,CompShg,WdShing,Plywood,BrkFace,0.0,TA,TA,BrkTil,TA,TA,No,BLQ,622,Unf,0,500,1122,GasA,TA,Y,SBrkr,1328,653,0,7.591861714889934,1,0,2,0,4,1,Gd,7,Min2,2,TA,Detchd,1981.0,Unf,576,TA,TA,Y,431,44,0,0,0,0,Gd,MnPrv,Shed,0,12,2009,WD,Normal,11.813037464800539,2,False,True,False,False
1132,20,RL,63.0,10712,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,1.791759469228055,5,1991,1992,Gable,CompShg,HdBoard,HdBoard,BrkFace,0.0,TA,TA,PConc,Gd,TA,Mn,BLQ,212,Unf,0,762,974,GasA,TA,Y,SBrkr,974,0,0,6.882437470997847,0,0,1,0,3,1,TA,5,Typ,0,Gd,Attchd,1978.5061638868744,Unf,0,TA,TA,Y,0,28,0,0,0,0,Gd,MnPrv,Shed,0,9,2007,Oth,Abnorml,11.445727410406752,0,False,False,False,False
1133,70,RM,90.0,9900,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,1.9459101490553132,4,1880,1950,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,0.0,TA,TA,BrkTil,TA,TA,Mn,Unf,0,Unf,0,1008,1008,GasW,TA,Y,SBrkr,1178,1032,0,7.701200180857446,0,0,2,0,5,1,Fa,8,Typ,0,Gd,Detchd,1930.0,Unf,205,Fa,TA,N,0,48,0,0,0,0,Gd,MnPrv,Shed,0,5,2007,WD,Normal,11.674202123168433,1,True,False,False,False
1134,60,RL,80.0,9828,Pave,Grvl,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,2.1972245773362196,5,1995,1995,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,584,Unf,0,544,1128,GasA,Ex,Y,SBrkr,1142,878,0,7.611347717403621,0,0,2,1,3,1,Gd,8,Typ,1,TA,Attchd,1995.0,RFn,466,TA,TA,Y,0,155,0,0,0,0,Gd,MnPrv,Shed,0,6,2009,WD,Normal,12.386312871189734,2,False,True,False,False
1135,60,RL,57.0,8773,Pave,Grvl,IR1,HLS,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,1.9459101490553132,5,1997,1997,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.0,TA,TA,PConc,Gd,TA,Av,Unf,0,Unf,0,916,916,GasA,Gd,Y,SBrkr,916,684,0,7.3783837129967145,0,0,2,1,3,1,TA,7,Typ,1,TA,Attchd,1997.0,Fin,460,TA,TA,Y,100,38,0,0,0,0,Gd,MnPrv,Shed,0,8,2007,WD,Normal,12.037659911047468,2,False,True,False,False
1136,30,RM,60.0,6180,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,BrkSide,Norm,Norm,1Fam,1Story,1.9459101490553132,5,1926,1950,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,960,960,GasA,TA,N,SBrkr,986,0,0,6.894670039433482,0,0,1,0,2,1,TA,5,Typ,1,Gd,Detchd,1926.0,Unf,180,TA,TA,Y,0,128,0,0,0,0,Gd,MnPrv,Shed,0,5,2007,WD,Normal,11.532737896139919,1,True,False,False,False
1137,50,RL,80.0,9600,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1.5Fin,1.9459101490553132,5,1950,1950,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.0,TA,TA,CBlock,TA,TA,No,BLQ,280,Unf,0,752,1032,GasA,TA,Y,FuseA,1032,220,0,7.133295954896068,0,0,1,0,3,1,TA,6,Typ,0,Gd,Attchd,1950.0,Unf,288,TA,TA,Y,0,0,96,0,0,0,Gd,MnPrv,Shed,0,4,2008,WD,Abnorml,11.686887175419702,1,True,False,False,False
1138,50,RL,54.0,6342,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Feedr,Norm,1Fam,1.5Fin,1.791759469228055,8,1875,1996,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.0,TA,Gd,CBlock,TA,TA,No,Unf,0,Unf,0,780,780,GasA,Gd,N,SBrkr,780,240,0,6.928537818164665,0,0,1,0,2,1,TA,6,Typ,0,Gd,Attchd,1978.5061638868744,Unf,0,TA,TA,N,0,0,176,0,0,0,Gd,MnPrv,Shed,0,5,2010,WD,Normal,11.451060699493427,0,False,False,False,False
1139,20,RL,69.0,9819,Pave,Grvl,IR1,Lvl,AllPub,Inside,Mod,Mitchel,Norm,Norm,1Fam,1Story,1.9459101490553132,5,1977,1977,Gable,CompShg,Plywood,ImStucc,BrkFace,0.0,TA,TA,PConc,TA,TA,Gd,ALQ,1567,Unf,0,0,1567,GasA,TA,Y,SBrkr,1567,0,0,7.357556200910353,1,0,2,0,2,1,Gd,5,Typ,2,TA,Attchd,1977.0,RFn,714,TA,TA,Y,264,32,0,0,0,0,Gd,MnPrv,Shed,0,5,2009,WD,Normal,12.185875040240456,2,False,True,False,False
1140,30,RL,98.0,8731,Pave,Grvl,IR1,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,1.791759469228055,5,1920,1950,Gable,CompShg,Stucco,Stucco,BrkFace,0.0,TA,Fa,BrkTil,TA,TA,No,BLQ,645,Unf,0,270,915,GasA,TA,Y,SBrkr,1167,0,0,7.0630481633881725,0,0,1,0,3,1,TA,6,Maj1,1,Gd,Detchd,1972.0,Unf,495,TA,TA,Y,0,0,216,0,126,0,Gd,MnPrv,Shed,0,5,2007,WD,Normal,11.87757552297847,2,False,True,False,False
1141,20,RL,60.0,7350,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,1.791759469228055,7,1951,1951,Gable,CompShg,HdBoard,HdBoard,BrkFace,0.0,TA,TA,CBlock,TA,TA,Mn,ALQ,852,Unf,0,100,952,GasA,TA,Y,SBrkr,952,0,0,6.859614903654202,1,0,1,0,2,1,TA,4,Typ,0,Gd,Detchd,1988.0,Unf,840,TA,TA,Y,0,0,0,0,0,0,Gd,MnPrv,Shed,0,6,2008,COD,Abnorml,11.842236406331555,2,False,True,False,False
1142,60,RL,69.0,10304,Pave,Grvl,IR1,Lvl,AllPub,CulDSac,Gtl,NWAmes,PosN,Norm,1Fam,2Story,1.791759469228055,7,1976,1976,Gable,CompShg,Plywood,Plywood,BrkFace,44.0,TA,Gd,CBlock,TA,TA,No,ALQ,381,Unf,0,399,780,GasA,Ex,Y,SBrkr,1088,780,0,7.533158807455563,1,0,2,1,4,1,Gd,9,Typ,1,TA,Attchd,1976.0,Unf,484,TA,TA,Y,448,96,0,0,0,0,Gd,MnPrv,Shed,0,10,2009,WD,Normal,12.193498926601634,2,False,True,False,False
1143,60,RL,77.0,9965,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,2.1972245773362196,5,2006,2007,Hip,CompShg,VinylSd,VinylSd,Stone,340.0,Gd,TA,PConc,Ex,TA,Gd,GLQ,1150,Unf,0,316,1466,GasA,Ex,Y,SBrkr,1466,1362,0,7.947678571301568,1,0,3,0,4,1,Gd,11,Typ,1,TA,BuiltIn,2006.0,RFn,1052,TA,TA,Y,125,144,0,0,0,0,Gd,MnPrv,Shed,0,4,2007,New,Partial,12.001511614739405,3,False,False,True,False
1144,20,RL,69.0,9000,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,1.791759469228055,3,1959,1959,Gable,CompShg,Wd Sdng,Plywood,BrkFace,0.0,TA,TA,CBlock,TA,TA,No,GLQ,288,Unf,0,718,1006,GasA,TA,Y,SBrkr,1006,0,0,6.914730892718563,0,0,1,0,3,1,TA,5,Typ,0,Gd,Attchd,1978.5061638868744,Unf,0,TA,TA,Y,0,24,0,0,0,0,Gd,MnPrv,Shed,0,7,2008,WD,Normal,11.289794413577894,0,False,False,False,False
1145,190,RL,60.0,12180,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,2fmCon,1.5Fin,1.6094379124341003,4,1941,1950,Gable,CompShg,MetalSd,MetalSd,BrkFace,0.0,TA,Fa,BrkTil,Gd,TA,No,BLQ,348,Unf,0,324,672,Grav,Fa,N,FuseA,672,252,0,6.829793737512425,1,0,1,0,2,1,Fa,5,Typ,0,Gd,Detchd,1941.0,Unf,280,TA,TA,Y,0,0,0,0,0,0,Gd,MnPrv,Shed,0,7,2010,WD,Normal,11.289794413577894,1,True,False,False,False
1146,50,RM,52.0,6240,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,1.791759469228055,6,1928,1950,Gable,CompShg,MetalSd,MetalSd,BrkFace,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,1042,1042,GasA,Ex,Y,SBrkr,1042,534,0,7.3632795869630385,0,0,1,0,3,1,TA,8,Typ,1,Gd,Detchd,1928.0,Unf,225,TA,TA,Y,0,0,0,0,0,0,Gd,MnPrv,Shed,0,8,2006,WD,Family,11.91170829631447,1,True,False,False,False
1147,20,RL,69.0,11200,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,1.9459101490553132,5,1985,1985,Gable,CompShg,Wd Sdng,Wd Shng,BrkFace,85.0,Gd,TA,CBlock,Gd,TA,No,GLQ,1258,Unf,0,40,1298,GasA,TA,Y,SBrkr,1298,0,0,7.1693500166706,1,0,2,0,3,1,Gd,5,Typ,1,TA,Attchd,1985.0,Unf,403,TA,TA,Y,165,26,0,0,0,0,Gd,MnPrv,Shed,0,5,2006,WD,Normal,12.100717685412471,2,False,True,False,False
1148,70,RL,75.0,12000,Pave,Grvl,Reg,Bnk,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,2.0794415416798357,7,1941,1950,Gable,CompShg,MetalSd,MetalSd,BrkFace,0.0,TA,TA,CBlock,TA,TA,No,Rec,275,Unf,0,429,704,GasA,Ex,Y,SBrkr,860,704,0,7.355641102974253,0,0,1,1,3,1,Fa,7,Typ,1,Gd,Attchd,1941.0,Unf,234,TA,TA,Y,0,0,0,0,0,0,Gd,MnPrv,Shed,0,7,2009,WD,Normal,12.069685751267224,1,True,False,False,False
1149,50,RM,69.0,5700,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,2.0794415416798357,7,1926,1950,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,0.0,TA,TA,PConc,TA,TA,No,Unf,0,Unf,0,572,572,GasA,TA,Y,SBrkr,572,539,0,7.013915474810528,0,0,1,0,2,1,TA,5,Typ,1,Gd,Detchd,1982.0,Unf,288,TA,TA,Y,0,0,176,0,0,0,Gd,MnPrv,Shed,0,8,2008,WD,Normal,11.669082701743504,1,True,False,False,False
1150,70,RM,50.0,9000,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,2Story,2.0794415416798357,9,1920,1988,Hip,CompShg,VinylSd,VinylSd,BrkFace,0.0,TA,Gd,PConc,TA,TA,No,ALQ,624,Unf,0,26,650,GasA,Ex,Y,SBrkr,832,650,0,7.301822342137932,0,1,1,0,3,1,TA,7,Typ,0,Gd,Detchd,1930.0,Unf,324,TA,TA,Y,0,0,0,0,0,0,Gd,MnPrv,Shed,0,7,2009,WD,Normal,11.870606902224587,2,False,True,False,False
1151,20,RL,57.0,8280,Pave,Grvl,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,1.9459101490553132,5,1950,1950,Gable,CompShg,BrkFace,BrkFace,BrkFace,0.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,932,932,GasA,Ex,Y,FuseA,932,0,0,6.838405200847344,0,0,1,0,2,1,Gd,4,Typ,1,Gd,Attchd,1950.0,Unf,306,TA,TA,Y,0,0,214,0,0,0,Gd,GdPrv,Shed,0,11,2007,WD,Normal,11.728044909070785,1,True,False,False,False
1152,20,RL,134.0,17755,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,1.791759469228055,4,1959,1959,Gable,CompShg,HdBoard,Plywood,BrkFace,132.0,TA,TA,CBlock,TA,TA,No,BLQ,176,Unf,0,1290,1466,GasA,TA,Y,SBrkr,1466,0,0,7.2909747781429814,0,0,1,1,3,1,Fa,6,Typ,2,Gd,Attchd,1959.0,Fin,528,TA,TA,Y,0,140,0,0,100,0,Gd,MnPrv,Shed,0,11,2006,WD,Normal,11.917730355182513,2,False,True,False,False
1153,20,RL,90.0,14115,Pave,Grvl,IR1,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,1.9459101490553132,7,1956,2004,Gable,CompShg,Stone,Stone,BrkFace,0.0,TA,TA,PConc,TA,TA,No,ALQ,296,GLQ,547,230,1073,GasA,Ex,Y,SBrkr,1811,0,0,7.502186486602924,0,0,1,0,2,1,Ex,6,Typ,1,Gd,Attchd,1956.0,Fin,470,TA,TA,Y,0,0,280,0,0,0,Gd,MnPrv,Shed,0,7,2006,WD,Abnorml,12.345838935721968,2,False,True,False,False
1154,30,RM,69.0,5890,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,1.9459101490553132,8,1930,2007,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,0.0,Gd,Gd,BrkTil,TA,TA,Av,ALQ,538,Unf,0,278,816,GasA,Ex,Y,SBrkr,816,0,0,6.705639094860003,0,0,1,0,2,1,TA,5,Typ,0,Gd,Detchd,2002.0,Unf,432,TA,TA,Y,0,0,96,0,0,0,Gd,MnPrv,Shed,0,6,2008,WD,Normal,11.699413330633599,1,True,False,False,False
1155,60,RL,69.0,13700,Pave,Grvl,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,2Story,2.0794415416798357,6,1965,1988,Gable,CompShg,VinylSd,VinylSd,Stone,288.0,TA,TA,CBlock,TA,TA,Gd,ALQ,454,Unf,0,410,864,GasA,TA,Y,SBrkr,902,918,0,7.507141079727608,0,0,1,2,4,1,Gd,8,Typ,2,Gd,Attchd,1965.0,Unf,492,TA,TA,Y,60,84,0,0,273,0,Gd,GdPrv,Shed,0,5,2008,WD,Normal,12.215037342290755,2,False,True,False,False
1156,20,RL,90.0,10768,Pave,Grvl,IR1,Lvl,AllPub,Corner,Gtl,Veenker,Norm,Norm,1Fam,1Story,1.791759469228055,8,1976,2004,Gable,CompShg,Plywood,Plywood,BrkFace,0.0,Gd,Gd,CBlock,Gd,TA,Gd,ALQ,1157,Unf,0,280,1437,GasA,TA,Y,SBrkr,1437,0,0,7.271008538280992,1,0,2,0,3,1,Gd,6,Typ,1,Fa,Attchd,1976.0,RFn,528,TA,TA,Y,0,21,0,0,180,0,Gd,MnPrv,Shed,0,7,2007,WD,Normal,12.292254928916668,2,False,True,False,False
